train_loss,val_loss,train_accuracy,val_accuracy,train_f1,val_f1,train_precision,val_precision,train_recall,val_recall
1.0131395531675276,1.0115930865713432,0.8953263755245893,0.9042490583804147,0.5197762933535891,0.5326305879093337,0.5127383767396356,0.5222310706661576,0.9403501408797912,0.9494905053401579
0.9904646108656795,0.9793946837301308,0.9159647994002497,0.9363229755178907,0.6011415892766652,0.7153797681516789,0.6052443984816639,0.725336657432261,0.9388606793704733,0.9427997845312325
0.9747359011013985,0.973667893369319,0.9318766085464539,0.9420315442561202,0.707442188729049,0.7364427425910227,0.7144506830286628,0.7381899444598284,0.9394618869637458,0.9624978230613938
0.9684660053205633,0.9706132034797453,0.9381390711586167,0.9449152542372886,0.7294803240651831,0.7418763352427911,0.7367425582325647,0.7500769547951005,0.951045441937369,0.9605919756685496
0.9677939874343834,0.972255170008557,0.9388037438073381,0.9430320150659133,0.7325764375442091,0.741697689102378,0.7393840376911684,0.7439759044392179,0.9534353831340193,0.9662118126775204
0.9646230214020072,0.9685914176332076,0.9419817099090332,0.9469161958568739,0.7415863150505257,0.7474352587663332,0.7508020782862904,0.759761283344327,0.9560848107704907,0.960036458248766
0.9640856526071505,0.9682847510623394,0.9425840694969355,0.9473281544256125,0.7451227752350154,0.7513834649393866,0.7543801446777738,0.7613465783828584,0.958579784413274,0.9630964336190496
0.962459955472176,0.9682870662145022,0.9442872931592826,0.9471516007532957,0.749979063616308,0.7511986929209103,0.758454294136974,0.757527056622891,0.9627244339875127,0.9673122418452214
0.9618929587118885,0.9670962233327877,0.944797390773417,0.948387476459511,0.7515478785758566,0.7526633967575643,0.761446102638923,0.7613586366576867,0.9622891655285558,0.965796114377149
0.9614554448712502,0.9664650889439771,0.9452843021323617,0.9491525423728814,0.7512145968576082,0.755999655608521,0.7621671968369038,0.7654696295505411,0.9611203920962498,0.9673811435790887
0.9522650383880821,0.9350354661375789,0.9542713912525991,0.9808733521657248,0.7968837218149246,0.9146840054863453,0.803312210502594,0.8996914073228143,0.9597309377070931,0.9768467606844521
0.9282851266718338,0.9327780200263202,0.9784592443599451,0.9827565913371,0.9222367908264211,0.9220791944044052,0.9104390089866774,0.9055317855727865,0.970452174116505,0.9802917163965575
0.9268431329537008,0.9328664793806561,0.9799132157790202,0.9826977401129945,0.9260228905091392,0.9229354052815149,0.9133329284680143,0.9152618631347805,0.974564049042836,0.9721265122263109
0.9258972229296759,0.9328908748545889,0.9807959841406014,0.9826977401129944,0.9296177911729598,0.9224409438414695,0.9161636280926869,0.9177633079285821,0.9773989196478577,0.9672134114431513
0.9254982015071576,0.932523877607227,0.9813048741372794,0.9832862523540495,0.9326599032647533,0.9267648275531111,0.9192958023518553,0.918206869182274,0.9772697932888271,0.975293354331926
0.9252132505386443,0.9307987009738125,0.9814618644067804,0.9848163841807904,0.9323976090908918,0.9290994882741952,0.9175644907164854,0.9182765781538594,0.980078471764923,0.977955960864689
