train_loss,val_loss,train_accuracy,val_accuracy,train_f1,val_f1,train_precision,val_precision,train_recall,val_recall
0.9949882496389767,0.9546714943681059,0.9307262321562428,0.9646892655367233,0.6883021618544715,0.8650503819697886,0.6755203281522507,0.8676005724652491,0.9418437559426333,0.921059671588023
0.9385393632730007,0.9397189900026484,0.9697342082280296,0.9773422787193979,0.8939524280194313,0.9110121020221247,0.8800719239122227,0.9103176335492844,0.9558684872796316,0.948972351979033
0.9317112563257798,0.9361125065781976,0.9758720447185576,0.9803436911487753,0.9168539222875202,0.922154190871456,0.9042989989606994,0.9054658932012545,0.9660909372835959,0.9751142985423843
0.9301019870747598,0.9337247943474074,0.9774402567491345,0.982580037664784,0.9244662065287199,0.9240859514533815,0.9114896801387706,0.9122974680511163,0.9694380196015333,0.9708507970930743
0.9294620934179274,0.9317163973204834,0.9778336985168544,0.9842867231638421,0.9244621744554473,0.9319245519630083,0.9126553193590305,0.9178415160761441,0.9685625886919503,0.9794712267350777
0.9268032650529209,0.9313222351720778,0.9801185107468302,0.984522128060264,0.931522314518863,0.9344422750017055,0.9187779395786589,0.9217488390039192,0.9734391144607583,0.9763056791918242
0.9260951249692162,0.9321165778542643,0.981064799786687,0.9838747645951036,0.9332848590188204,0.9306713180440077,0.9211320446613963,0.9127289175170937,0.9751324662100403,0.9813758845075901
0.9253846135358155,0.9289863416030582,0.9815944608036365,0.9869350282485876,0.9333886393968348,0.9395807542210707,0.922446984566499,0.9244234960425468,0.9752029807337688,0.9827716911719223
0.9243441630574547,0.931049593424393,0.9826122407969905,0.9844632768361583,0.9375307969930332,0.9322853282187528,0.9260629648646532,0.9211769296664354,0.977763752179343,0.9765964943229212
0.9242736943816378,0.9295243297593069,0.9826745538578074,0.9860522598870055,0.9376239102901776,0.9352879017408331,0.9257981140102923,0.9272618673172731,0.9777111364340736,0.975237664652622
0.9240412299083927,0.9288362695672417,0.9830068901821678,0.9869350282485874,0.9387941801651604,0.940928852779021,0.9276282369709941,0.9259479709376893,0.9779655383483054,0.9849473292499298
0.9231371961586021,0.9296944117815481,0.9838169599727952,0.9861111111111115,0.9410183533691897,0.9397402602535517,0.9302407707378683,0.9262707602216935,0.9786858571967695,0.9803938989759612
0.9226241600240097,0.9287466191302585,0.9841920459551597,0.9868173258003767,0.9418648020180435,0.9397009478953648,0.9309566115858198,0.92876577252206,0.9796039135645735,0.9794791166563701
0.9220159697984294,0.9279035407271089,0.9848774896241529,0.9879354990583805,0.9447009458945196,0.943513222582393,0.9336769519093152,0.9330644256816024,0.9807382086219216,0.9791251375420242
0.9215972133552802,0.9277435419923168,0.9853228589425551,0.9876412429378536,0.945611284318636,0.9444289887708343,0.9352463279388967,0.9346343145393433,0.9810980082219262,0.979551525183747
0.9212228501900838,0.9283089135999734,0.985757842750819,0.9876412429378529,0.9476931094048201,0.9439158740692019,0.9367033003374663,0.9292769920768977,0.9820277515459304,0.9853748507446609
0.9207645126377954,0.9293933901409644,0.9861017722027737,0.9862876647834279,0.9482729817013267,0.9423010897211493,0.9365974251979231,0.9273299147414555,0.98423556061702,0.9817972458101699
0.9208373645485814,0.9270775227223412,0.9860083026115466,0.9882886064030131,0.9464804610219932,0.944304586938755,0.9359122190811779,0.9331578859791823,0.9823656151464855,0.9828295148446321
0.9206893249737064,0.9269956676973461,0.9861549073709123,0.9885240112994352,0.9478097100679038,0.9448644387728853,0.9373826993202923,0.9309700354035684,0.9826862300419313,0.9862750665757366
0.9205214576136436,0.9288545678564384,0.9863406389359075,0.9868761770244818,0.9474544684579392,0.9378407963019644,0.9366175840313379,0.9209769851855484,0.98332474467068,0.9859663406210196
0.9202000009098414,0.9273782702489087,0.986757266958815,0.9883474576271186,0.9480166435489567,0.943451309067134,0.9382072008875054,0.931513866092754,0.9835865306643147,0.9822561990262898
